id_respuesta,fecha,edad,area,satisfaccion,comentario
R02747,2025-01-27,39.0,Atención,5,
R02748,2025-01-05,37.0,Atención,6,
R02749,2025-01-01,50.0,Atención,6,
R02750,2025-01-17,25.0,Soporte,6,
R02751,2025-01-19,-34.0,Ventas,1,Demora
R02752,2025-01-14,63.0,Atención,6,No resolvieron
R02753,2025-01-12,26.0,Ventas,1,
R02754,2025-01-10,51.0,Soporte,6,
R02755,2025-01-20,40.0,Postventa,10,Muy bien
R02756,2025-01-21,22.0,Soporte,6,
R02757,2025-01-18,42.0,Postventa,3,
R02758,2025-01-24,25.0,Atención,3,
R02759,2025-01-27,33.0,Postventa,6,Mal servicio
R02760,2025-01-11,65.0,Soporte,2,
R02761,2025-01-30,62.0,Soporte,5,No resolvieron
R02762,2025-01-02,32.0,Atención,10,Rápido
R02763,2025-01-25,18.0,Ventas,3,No resolvieron
R02764,2025-01-18,39.0,Postventa,5,Demora
R02765,2025-01-29,20.0,Ventas,3,Poco claro
R02766,2025-01-25,55.0,Soporte,2,
R02767,2025-01-07,31.0,Soporte,4,
R02768,2025-01-31,53.0,Atención,5,Mal servicio
R02769,2025-01-24,35.0,Soporte,6,
R02770,2025-01-15,64.0,Atención,2,
R02771,2025-01-11,,Ventas,3,No resolvieron
R02772,2025-01-18,35.0,Ventas,3,Mal servicio
R02773,2025-01-23,20.0,Postventa,6,Mal servicio
R02774,2025-01-12,27.0,Soporte,1,Poco claro
R02775,2025-01-06,56.0,Soporte,NS/NC,
R02776,2025-01-20,64.0,Soporte,8,Amables
R02777,2025-01-23,18.0,Ventas,7,Mal servicio
R02778,2025-01-30,44.0,Atención,4,
R02779,2025-01-13,44.0,Ventas,7,Mal servicio
R02780,2025-01-20,28.0,Atención,1,Demora
R02781,2025-01-16,22.0,Soporte,8,Excelente
R02782,2025-01-18,24.0,Ventas,10,Amables
R02783,2025-01-10,36.0,Postventa,10,Rápido
R02784,2025-01-28,46.0,Ventas,3,Mal servicio
R02785,2025-01-23,32.0,Atención,9,Todo correcto
R02786,2025-01-08,52.0,Soporte,1,
R02787,2025-01-18,64.0,Atención,6,Demora
R02788,2025-01-21,,Postventa,1,Regular
R02789,2025-01-01,29.0,Atención,8,Amables
R02790,2025-01-23,47.0,Postventa,3,Regular
R02791,2025-01-08,37.0,Postventa,4,Demora
R02792,2025-01-29,54.0,Ventas,6,
R02793,2025-01-06,20.0,Atención,4,
R02794,2025-01-05,26.0,Atención,8,Excelente
R02795,2025-01-15,58.0,Ventas,9,Rápido
R02796,2025-01-22,,Ventas,5,
R02797,2025-01-15,43.0,Postventa,1,
R02798,2025-01-02,19.0,Atención,8,Excelente
R02799,2025-01-01,40.0,Ventas,2,
R02800,2025-01-23,40.0,Soporte,6,
R02801,2025-01-23,,Atención,6,No resolvieron
R02802,2025-01-26,33.0,Soporte,7,Demora
R02803,2025-01-11,26.0,Soporte,9,Amables
R02804,2025-01-10,30.0,Atención,1,
R02805,2025-01-30,45.0,Atención,10,Rápido
R02806,2025-01-18,44.0,Soporte,8,Muy bien
R02807,2025-01-18,34.0,Soporte,5,Demora
R02808,2025-01-17,55.0,Atención,6,No resolvieron
R02809,2025-01-26,53.0,Atención,8,Amables
R02810,2025-01-08,18.0,Postventa,8,Todo correcto
R02811,2025-01-15,35.0,Ventas,7,
R02812,2025-01-08,26.0,Ventas,7,Mal servicio
R02813,2025-01-17,,Atención,1,Regular
R02814,2025-01-12,57.0,Atención,NS/NC,
R02815,2025-01-27,62.0,Ventas,3,Mal servicio
R02816,2025-01-08,32.0,Atención,5,Regular
R02817,2025-01-25,60.0,Soporte,4,Mal servicio
R02818,2025-01-14,61.0,Atención,10,Muy bien
R02819,2025-01-04,63.0,Soporte,3,Demora
R02820,2025-01-01,21.0,Ventas,10,Todo correcto
R02821,2025-01-01,50.0,Ventas,5,
R02822,2025-01-19,41.0,Postventa,3,Demora
R02823,2025-01-31,53.0,Postventa,9,Amables
R02824,2025-01-16,58.0,Ventas,9,Rápido
R02825,2025-01-14,27.0,Soporte,6,
R02826,2025-01-21,,Atención,3,
R02827,2025-01-16,37.0,Soporte,5,
R02828,2025-01-05,58.0,Atención,8,Excelente
R02829,2025-01-09,62.0,Ventas,9,Excelente
R02830,2025-01-26,61.0,Soporte,3,
R02831,2025-01-30,28.0,Ventas,5,Demora
R02832,2025-01-28,29.0,Ventas,2,Regular
R02833,2025-01-02,35.0,Atención,2,No resolvieron
R02834,2025-01-18,47.0,Ventas,2,Mal servicio
R02835,2025-01-06,61.0,Ventas,6,Demora
R02836,2025-01-31,65.0,Ventas,3,Demora
R02837,2025-01-09,54.0,Ventas,10,Todo correcto
R02838,2025-01-01,37.0,Soporte,5,Poco claro
R02839,2025-01-09,42.0,Postventa,8,Muy bien
R02840,2025-01-25,29.0,Soporte,5,Demora
R02841,2025-01-16,,Ventas,2,
R02842,2025-01-13,,Ventas,6,
R02843,2025-01-09,28.0,Atención,2,Demora
R02844,2025-01-21,26.0,Postventa,8,Amables
R02845,2025-01-13,42.0,Postventa,2,Mal servicio
R02846,2025-01-31,52.0,Soporte,7,
R02847,2025-01-09,49.0,Ventas,4,
R02848,2025-01-11,31.0,Postventa,4,
R02849,2025-01-04,18.0,Atención,8,Rápido
R02850,2025-01-02,34.0,Postventa,4,
R02851,2025-01-29,42.0,Soporte,8,Rápido
R02852,2025-01-06,25.0,Ventas,9,Muy bien
R02853,2025-01-14,22.0,Soporte,8,Excelente
R02854,2025-01-04,22.0,Soporte,4,
R02855,2025-01-06,58.0,Ventas,5,
R02856,2025-01-19,52.0,Soporte,6,
R02857,2025-01-06,36.0,Soporte,9,Amables
R02858,2025-01-02,40.0,Soporte,5,Demora
R02859,2025-01-18,26.0,Soporte,2,Demora
R02860,2025-01-13,47.0,Soporte,7,
R02861,2025-01-09,33.0,Atención,6,
R02862,2025-01-23,50.0,Soporte,3,
R02863,2025-01-19,19.0,Atención,8,Muy bien
R02864,2025-01-13,31.0,Soporte,3,
R02865,2025-01-11,63.0,Soporte,10,Todo correcto
R02866,2025-01-01,,Soporte,4,Demora
R02867,2025-01-24,43.0,Atención,9,Rápido
R02868,2025-01-30,42.0,Atención,4,
R02869,2025-01-22,33.0,Ventas,2,No resolvieron
R02870,2025-01-07,32.0,Soporte,9,Rápido
R02871,2025-01-25,43.0,Soporte,10,Amables
R02872,2025-01-21,,Atención,8,Excelente
R02873,2025-01-15,61.0,Soporte,4,Mal servicio
R02874,2025-01-01,33.0,Ventas,6,
R02875,2025-01-12,31.0,Soporte,6,
R02876,2025-01-26,46.0,Atención,2,No resolvieron
R02877,2025-01-07,41.0,Atención,9,Amables
R02878,2025-01-15,64.0,Postventa,6,
R02879,2025-01-21,32.0,Soporte,5,Demora
R02880,2025-01-19,36.0,Atención,2,Mal servicio
R02881,2025-01-28,25.0,Postventa,10,Muy bien
R02882,2025-01-29,51.0,Atención,1,Regular
R02883,2025-01-25,19.0,Ventas,7,
R02884,2025-01-01,44.0,Atención,4,Demora
R02885,2025-01-17,27.0,Atención,7,No resolvieron
R02886,2025-01-17,52.0,Soporte,5,Regular
R02887,2025-01-03,40.0,Atención,1,Regular
R02888,2025-01-12,25.0,Atención,5,Regular
R02889,2025-01-06,45.0,Postventa,4,
R02890,2025-01-26,40.0,Atención,1,Regular
R02891,2025-01-11,21.0,Ventas,10,Muy bien
R02892,2025-01-03,31.0,Atención,2,Demora
R02893,2025-01-08,59.0,Postventa,9,Muy bien
R02894,2025-01-14,46.0,Postventa,1,Poco claro
R02895,2025-01-14,18.0,Atención,NS/NC,
R02896,2025-01-10,21.0,Soporte,4,Poco claro
R02897,2025-01-02,49.0,Ventas,8,Amables
R02898,2025-01-14,50.0,Atención,5,Regular
R02899,2025-01-09,43.0,Ventas,10,Rápido
R02900,2025-01-03,34.0,Postventa,7,
R02901,2025-01-21,56.0,Atención,2,
R02902,2025-01-26,40.0,Ventas,4,
R02903,2025-01-08,49.0,Atención,4,
R02904,2025-01-16,32.0,Soporte,1,
R02905,2025-01-02,30.0,Atención,8,Amables
R02906,2025-01-06,19.0,Soporte,3,
R02907,2025-01-28,36.0,Atención,4,Regular
R02908,2025-01-21,41.0,Atención,2,Demora
R02909,2025-01-29,62.0,Ventas,10,Rápido
R02910,2025-01-26,41.0,Atención,5,
R02911,2025-01-25,28.0,Soporte,5,Poco claro
R02912,2025-01-12,39.0,Atención,3,
R02913,2025-01-05,32.0,Atención,8,Todo correcto
R02914,2025-01-02,27.0,Soporte,NS/NC,
R02915,2025-01-16,58.0,Atención,2,
R02916,2025-01-05,44.0,Ventas,1,No resolvieron
R02917,2025-01-15,26.0,Soporte,6,
R02918,2025-01-12,45.0,Ventas,4,
R02919,2025-01-04,18.0,Atención,10,Todo correcto
R02920,2025-01-15,34.0,Ventas,1,Mal servicio
R02921,2025-01-11,48.0,Soporte,7,Regular
R02922,2025-01-16,61.0,Atención,9,Muy bien
R02923,2025-01-23,27.0,Ventas,5,
R02924,2025-01-06,54.0,Ventas,7,
R02925,2025-01-14,46.0,Atención,4,
R02926,2025-01-18,35.0,Postventa,4,Mal servicio
R02927,2025-01-12,64.0,Ventas,4,
R02928,2025-01-27,55.0,Atención,5,Regular
R02929,2025-01-11,56.0,Atención,8,Muy bien
R02930,2025-01-13,23.0,Soporte,4,Regular
R02931,2025-01-21,57.0,Atención,7,No resolvieron
R02932,2025-01-23,29.0,Atención,9,Rápido
R02933,2025-01-11,31.0,Soporte,6,Mal servicio
R02934,2025-01-23,61.0,Atención,4,
R02935,2025-01-16,27.0,Soporte,5,Mal servicio
R02936,2025-01-15,37.0,Atención,8,Excelente
R02937,2025-01-21,32.0,Atención,4,Poco claro
R02938,2025-01-28,48.0,Atención,4,Regular
R02939,2025-01-15,24.0,Soporte,7,Demora
R02940,2025-01-25,58.0,Soporte,6,
R02941,2025-01-04,27.0,Ventas,NS/NC,
R02942,2025-01-11,27.0,Postventa,9,Excelente
R02943,2025-01-19,65.0,Atención,5,Regular
R02944,2025-01-15,56.0,Atención,10,Excelente
R02945,2025-01-04,45.0,Ventas,2,
R02946,2025-01-21,47.0,Atención,5,Demora
R02947,2025-01-13,,Atención,8,Todo correcto
R02948,2025-01-22,20.0,Atención,6,
R02949,2025-01-19,60.0,Soporte,8,Rápido
R02950,2025-01-02,32.0,Soporte,5,
R02951,2025-01-14,38.0,Postventa,4,
R02952,2025-01-29,54.0,Soporte,10,Amables
R02953,2025-01-04,29.0,Ventas,3,
R02954,2025-01-16,21.0,Soporte,2,Demora
R02955,2025-01-21,64.0,Atención,9,Muy bien
R02956,2025-01-20,26.0,Atención,1,
R02957,2025-01-14,56.0,Ventas,10,Rápido
R02958,2025-01-27,59.0,Atención,2,
R02959,2025-01-29,45.0,Atención,6,
R02960,2025-01-15,40.0,Atención,6,No resolvieron
R02961,2025-01-28,62.0,Atención,1,
R02962,2025-01-03,57.0,Atención,8,Excelente
R02963,2025-01-08,61.0,Soporte,4,Mal servicio
R02964,2025-01-16,39.0,Atención,12,Excelente
R02965,2025-01-10,41.0,Atención,10,Rápido
R02966,2025-01-04,43.0,Ventas,9,Rápido
R02967,2025-01-30,47.0,Ventas,NS/NC,
R02968,2025-01-18,50.0,Soporte,7,
R02969,2025-01-02,33.0,Soporte,1,
R02970,2025-01-17,39.0,Atención,3,Poco claro
R02971,2025-01-13,60.0,Ventas,4,Demora
R02972,2025-01-04,35.0,Soporte,3,Mal servicio
R02973,2025-01-26,24.0,Soporte,8,Amables
R02974,2025-01-25,43.0,Ventas,7,Regular
R02975,2025-01-30,25.0,Soporte,3,Poco claro
R02976,2025-01-11,23.0,Soporte,7,Demora
R02977,2025-01-07,47.0,Soporte,2,
R02978,2025-01-31,56.0,Soporte,3,Regular
R02979,2025-01-12,40.0,Ventas,NS/NC,
R02980,2025-01-10,49.0,Soporte,10,Muy bien
R02981,2025-01-07,39.0,Atención,5,
R02982,2025-01-13,59.0,Soporte,9,Excelente
R02983,2025-01-31,60.0,Postventa,8,Amables
R02984,2025-01-07,62.0,Atención,6,Poco claro
R02985,2025-01-31,26.0,Ventas,4,Regular
R02986,2025-01-24,48.0,Soporte,3,Poco claro
R02987,2025-01-17,24.0,Soporte,6,
R02988,2025-01-10,26.0,Ventas,9,Muy bien
R02989,2025-01-29,30.0,Ventas,12,Amables
R02990,2025-01-10,20.0,Ventas,7,Demora
R02991,2025-01-24,,Atención,7,
R02992,2025-01-04,50.0,Atención,7,Poco claro
R02993,2025-01-20,38.0,Soporte,9,Amables
R02994,2025-01-04,48.0,Ventas,2,
R02995,2025-01-22,51.0,Ventas,8,Muy bien
R02996,2025-01-07,49.0,Atención,2,
R02997,2025-01-22,52.0,Atención,1,Mal servicio
R02998,2025-01-01,32.0,Ventas,10,Excelente
R02999,2025-01-12,49.0,Soporte,6,Poco claro
R03000,2025-01-24,23.0,Soporte,2,
R03001,2025-01-13,62.0,Ventas,5,Regular
R03002,2025-01-10,38.0,Atención,1,Poco claro
R03003,2025-01-15,50.0,Atención,7,
R03004,2025-01-27,49.0,Ventas,1,
R03005,2025-01-13,36.0,Atención,8,Rápido
R03006,2025-01-23,50.0,Atención,5,No resolvieron
R03007,2025-01-22,45.0,Atención,5,
R03008,2025-01-22,48.0,Atención,3,Mal servicio
R03009,2025-01-21,38.0,Atención,2,Poco claro
R03010,2025-01-22,51.0,Ventas,NS/NC,
R03011,2025-01-28,32.0,Postventa,4,
R03012,2025-01-09,31.0,Atención,NS/NC,
R03013,2025-01-26,36.0,Ventas,4,
R03014,2025-01-09,60.0,Atención,6,Poco claro
R03015,2025-01-15,32.0,Atención,2,
R03016,2025-01-10,23.0,Soporte,2,
R03017,2025-01-24,26.0,Postventa,10,Todo correcto
R03018,2025-01-26,54.0,Postventa,10,Muy bien
R03019,2025-01-25,37.0,Atención,4,Poco claro
R03020,2025-01-29,51.0,Atención,6,
R03021,2025-01-10,55.0,Postventa,2,
R03022,2025-01-08,43.0,Atención,7,
R03023,2025-01-24,35.0,Ventas,8,Muy bien
R03024,2025-01-16,45.0,Atención,9,Muy bien
R03025,2025-01-17,26.0,Soporte,6,
R03026,2025-01-26,49.0,Soporte,2,
R03027,2025-01-27,23.0,Soporte,6,Demora
R03028,2025-01-05,31.0,Ventas,8,Rápido
R03029,2025-01-04,45.0,Atención,10,Todo correcto
R03030,2025-01-18,41.0,Soporte,1,Poco claro
R03031,2025-01-24,30.0,Soporte,6,
R03032,2025-01-19,60.0,Atención,1,
R03033,2025-01-04,29.0,Atención,6,
R03034,2025-01-28,36.0,Atención,10,Todo correcto
R03035,2025-01-07,38.0,Atención,4,Regular
R03036,2025-01-10,44.0,Postventa,3,
R03037,2025-01-25,36.0,Soporte,3,
R03038,2025-01-18,41.0,Soporte,4,Mal servicio
R03039,2025-01-19,43.0,Ventas,3,Demora
R03040,2025-01-04,62.0,Ventas,9,Muy bien
R03041,2025-01-10,45.0,Soporte,4,Mal servicio
R03042,2025-01-01,63.0,Atención,1,
R03043,2025-01-23,35.0,Atención,4,
R03044,2025-01-18,61.0,Atención,1,Demora
R03045,2025-01-05,53.0,Ventas,10,Rápido
R03046,2025-01-15,59.0,Ventas,10,Muy bien
R03047,2025-01-17,46.0,Soporte,3,
R03048,2025-01-03,34.0,Soporte,NS/NC,
R03049,2025-01-12,21.0,Soporte,4,Regular
R03050,2025-01-02,61.0,Soporte,NS/NC,
R03051,2025-01-01,62.0,Atención,6,Poco claro
R03052,2025-01-23,46.0,Atención,NS/NC,
R03053,2025-01-21,21.0,Ventas,7,
R03054,2025-01-17,27.0,Soporte,4,
R03055,2025-01-22,,Atención,7,
R03056,2025-01-16,48.0,Atención,2,No resolvieron
R03057,2025-01-05,20.0,Atención,7,
R03058,2025-01-15,64.0,Ventas,8,Excelente
R03059,2025-01-03,-18.0,Ventas,7,
R03060,2025-01-28,42.0,Soporte,6,No resolvieron
R03061,2025-01-07,23.0,Postventa,4,
R03062,2025-01-11,43.0,Ventas,9,Excelente
R03063,2025-01-10,,Ventas,1,No resolvieron
R03064,2025-01-09,52.0,Atención,5,Regular
R03065,2025-01-14,44.0,Soporte,1,
R03066,2025-01-13,42.0,Soporte,10,Rápido
R03067,2025-01-29,35.0,Soporte,1,
R03068,2025-01-25,18.0,Ventas,6,
R03069,2025-01-30,65.0,Atención,6,
R03070,2025-01-25,56.0,Ventas,NS/NC,
R03071,2025-01-02,20.0,Soporte,10,Muy bien
R03072,2025-01-03,21.0,Atención,9,Rápido
R03073,2025-01-07,58.0,Soporte,6,Demora
R03074,2025-01-21,54.0,Atención,2,Mal servicio
R03075,2025-01-18,32.0,Atención,4,
R03076,2025-01-03,25.0,Ventas,9,Excelente
R03077,2025-01-10,55.0,Ventas,NS/NC,
R03078,2025-01-22,36.0,Atención,7,Regular
R03079,2025-01-29,64.0,Postventa,4,No resolvieron
R03080,2025-01-07,43.0,Atención,10,Muy bien
R03081,2025-01-09,56.0,Atención,6,No resolvieron
R03082,2025-01-17,27.0,Atención,1,Regular
R03083,2025-01-11,55.0,Atención,8,Muy bien
R03084,2025-01-07,31.0,Atención,6,No resolvieron
R03085,2025-01-24,58.0,Ventas,7,
R03086,2025-01-28,36.0,Postventa,6,
R03087,2025-01-14,47.0,Ventas,7,
R03088,2025-01-19,22.0,Soporte,5,
R03089,2025-01-04,48.0,Ventas,3,Poco claro
R03090,2025-01-26,,Soporte,6,
R03091,2025-01-06,36.0,Soporte,10,Excelente
R03092,2025-01-10,48.0,Ventas,9,Rápido
R03093,2025-01-07,56.0,Postventa,6,
R03094,2025-01-13,41.0,Atención,9,Muy bien
R03095,2025-01-14,51.0,Atención,2,
R03096,2025-01-04,40.0,Atención,1,
R03097,2025-01-08,65.0,Soporte,4,Poco claro
R03098,2025-01-05,62.0,Soporte,5,
R03099,2025-01-01,57.0,Soporte,10,Excelente
R03100,2025-01-04,23.0,Atención,7,Mal servicio
R03101,2025-01-03,55.0,Soporte,8,Rápido
R03102,2025-01-09,58.0,Soporte,1,No resolvieron
R03103,2025-01-08,53.0,Soporte,6,Poco claro
R03104,2025-01-01,44.0,Ventas,1,
R03105,2025-01-27,28.0,Soporte,8,Todo correcto
R03106,2025-01-06,22.0,Atención,1,
R03107,2025-01-09,34.0,Atención,4,
R03108,2025-01-07,24.0,Atención,3,No resolvieron
R03109,2025-01-04,44.0,Atención,2,Poco claro
R03110,2025-01-13,64.0,Soporte,8,Todo correcto
R03111,2025-01-17,,Ventas,6,Demora
R03112,2025-01-28,63.0,Atención,4,
R03113,2025-01-02,30.0,Ventas,3,Demora
R03114,2025-01-28,28.0,Atención,6,Poco claro
R03115,2025-01-05,62.0,Atención,6,
R03116,2025-01-12,43.0,Atención,5,Poco claro
R03117,2025-01-27,39.0,Postventa,3,
R03118,2025-01-21,45.0,Soporte,10,Rápido
R03119,2025-01-08,41.0,Soporte,9,Todo correcto
R03120,2025-01-06,46.0,Atención,6,
R03121,2025-01-08,26.0,Ventas,5,Demora
R03122,2025-01-18,59.0,Ventas,7,Mal servicio
R03123,2025-01-03,21.0,Soporte,1,Demora
R03124,2025-01-22,63.0,Ventas,7,
R03125,2025-01-12,35.0,Soporte,1,Poco claro
R03126,2025-01-29,60.0,Atención,9,Todo correcto
R03127,2025-01-26,33.0,Ventas,6,Demora
R03128,2025-01-03,50.0,Postventa,7,Mal servicio
R03129,2025-01-22,46.0,Soporte,7,
R03130,2025-01-06,56.0,Atención,1,Demora
R03131,2025-01-02,27.0,Atención,2,Regular
R03132,2025-01-23,26.0,Postventa,10,Excelente
R03133,2025-01-12,48.0,Atención,12,Muy bien
R03134,2025-01-02,45.0,Ventas,8,Excelente
R03135,2025-01-06,20.0,Soporte,9,Amables
R03136,2025-01-17,,Soporte,8,Rápido
R03137,2025-01-03,42.0,Atención,6,Demora
R03138,2025-01-02,32.0,Atención,2,No resolvieron
R03139,2025-01-23,19.0,Soporte,2,
R03140,2025-01-30,-44.0,Postventa,10,Todo correcto
R03141,2025-01-20,31.0,Atención,7,
R03142,2025-01-08,65.0,Soporte,9,Rápido
R03143,2025-01-22,24.0,Ventas,6,Regular
R03144,2025-01-12,53.0,Soporte,1,
R03145,2025-01-26,41.0,Soporte,9,Amables
R03146,2025-01-04,44.0,Ventas,7,Regular
R03147,2025-01-05,54.0,Ventas,3,
R03148,2025-01-13,55.0,Atención,2,
R03149,2025-01-29,47.0,Ventas,3,
R03150,2025-01-31,44.0,Soporte,2,
R03151,2025-01-15,56.0,Ventas,10,Todo correcto
R03152,2025-01-25,32.0,Atención,2,Demora
R03153,2025-01-23,43.0,Soporte,4,Poco claro
R03154,2025-01-16,18.0,Atención,6,No resolvieron
R03155,2025-01-10,21.0,Soporte,3,
R03156,2025-01-30,46.0,Atención,9,Rápido
R03157,2025-01-30,18.0,Ventas,5,
R03158,2025-01-25,60.0,Ventas,5,Regular
R03159,2025-01-23,63.0,Ventas,7,
R03160,2025-01-16,39.0,Soporte,9,Excelente
R03161,2025-01-12,28.0,Ventas,1,Poco claro
R03162,2025-01-17,27.0,Ventas,9,Muy bien
R03163,2025-01-16,34.0,Soporte,2,Regular
R03164,2025-01-12,53.0,Soporte,3,
R03165,2025-01-08,64.0,Soporte,5,
R03166,2025-01-20,43.0,Atención,10,Rápido
R03167,2025-01-03,65.0,Postventa,4,
R03168,2025-01-16,38.0,Soporte,5,No resolvieron
R03169,2025-01-30,30.0,Soporte,10,Excelente
R03170,2025-01-13,26.0,Ventas,NS/NC,
R03171,2025-01-23,28.0,Atención,5,
R03172,2025-01-28,28.0,Atención,10,Todo correcto
R03173,2025-01-19,23.0,Atención,10,Muy bien
R03174,2025-01-08,18.0,Soporte,10,Excelente
R03175,2025-01-22,23.0,Atención,5,Poco claro
R03176,2025-01-05,30.0,Ventas,2,
R03177,2025-01-20,39.0,Soporte,1,
R03178,2025-01-08,48.0,Soporte,10,Excelente
R03179,2025-01-24,39.0,Atención,8,Rápido
R03180,2025-01-12,54.0,Atención,3,No resolvieron
R03181,2025-01-01,64.0,Ventas,7,Poco claro
R03182,2025-01-25,,Atención,8,Muy bien
R03183,2025-01-30,31.0,Ventas,6,Mal servicio
R03184,2025-01-21,64.0,Atención,6,
R03185,2025-01-20,22.0,Soporte,3,Demora
R03186,2025-01-06,53.0,Soporte,9,Muy bien
R03187,2025-01-22,49.0,Soporte,12,Todo correcto
R03188,2025-01-18,51.0,Postventa,5,
R03189,2025-01-08,24.0,Soporte,6,
R03190,2025-01-07,59.0,Ventas,1,
R03191,2025-01-01,65.0,Atención,9,Todo correcto
R03192,2025-01-21,27.0,Atención,7,Poco claro
R03193,2025-01-16,34.0,Atención,1,Demora
R03194,2025-01-12,47.0,Soporte,6,Mal servicio
R03195,2025-01-06,38.0,Soporte,7,
R03196,2025-01-20,30.0,Soporte,5,No resolvieron
R03197,2025-01-02,18.0,Ventas,5,Mal servicio
R03198,2025-01-29,18.0,Ventas,7,Poco claro
R03199,2025-01-14,64.0,Ventas,3,Mal servicio
R03200,2025-01-04,,Atención,3,Regular
R03201,2025-01-01,55.0,Atención,1,No resolvieron
R03202,2025-01-23,42.0,Soporte,8,Todo correcto
R03203,2025-01-18,43.0,Atención,2,Poco claro
R03204,2025-01-13,30.0,Soporte,3,No resolvieron
R03205,2025-01-02,45.0,Atención,7,
R03206,2025-01-09,50.0,Postventa,10,Muy bien
R03207,2025-01-21,54.0,Ventas,10,Excelente
R03208,2025-01-02,58.0,Ventas,8,Rápido
R03209,2025-01-27,47.0,Postventa,9,Muy bien
R03210,2025-01-25,65.0,Ventas,8,Muy bien
R03211,2025-01-09,25.0,Atención,7,
R03212,2025-01-01,64.0,Ventas,10,Amables
R03213,2025-01-11,18.0,Atención,1,No resolvieron
R03214,2025-01-03,29.0,Atención,1,No resolvieron
R03215,2025-01-20,22.0,Atención,8,Amables
R03216,2025-01-30,41.0,Atención,7,No resolvieron
R03217,2025-01-23,23.0,Ventas,2,
R03218,2025-01-26,42.0,Ventas,NS/NC,
R03219,2025-01-04,18.0,Atención,10,Amables
R03220,2025-01-18,42.0,Atención,7,
R03221,2025-01-23,18.0,Atención,9,Muy bien
R03222,2025-01-06,49.0,Soporte,1,
R03223,2025-01-03,59.0,Soporte,3,No resolvieron
R03224,2025-01-22,59.0,Postventa,10,Muy bien
R03225,2025-01-11,20.0,Atención,2,
R03226,2025-01-15,36.0,Postventa,6,Demora
R03227,2025-01-22,60.0,Atención,10,Excelente
R03228,2025-01-28,,Soporte,4,
R03229,2025-01-05,19.0,Atención,2,
R03230,2025-01-20,26.0,Soporte,2,
R03231,2025-01-10,34.0,Atención,6,
R03232,2025-01-12,63.0,Ventas,9,Todo correcto
R03233,2025-01-15,53.0,Atención,6,Poco claro
R03234,2025-01-17,34.0,Soporte,12,Muy bien
R03235,2025-01-10,-15.0,Atención,9,Excelente
R03236,2025-01-06,37.0,Atención,12,Todo correcto
R03237,2025-01-18,20.0,Atención,6,Poco claro
R03238,2025-01-13,60.0,Postventa,7,Mal servicio
R03239,2025-01-03,21.0,Atención,3,Mal servicio
R03240,2025-01-30,34.0,Soporte,4,
R03241,2025-01-24,,Atención,7,
R03242,2025-01-10,63.0,Ventas,9,Rápido
R03243,2025-01-30,59.0,Atención,5,Poco claro
R03244,2025-01-14,32.0,Ventas,2,
R03245,2025-01-06,,Soporte,8,Amables
R03246,2025-01-03,33.0,Soporte,9,Rápido
R03247,2025-01-16,28.0,Atención,2,
R03248,2025-01-07,37.0,Soporte,10,Muy bien
R03249,2025-01-20,55.0,Soporte,10,Todo correcto
R03250,2025-01-14,41.0,Atención,12,Muy bien
R03251,2025-01-09,33.0,Atención,4,
R03252,2025-01-15,47.0,Ventas,1,Mal servicio
R03253,2025-01-21,51.0,Atención,1,Poco claro
R03254,2025-01-03,18.0,Atención,5,
R03255,2025-01-02,41.0,Soporte,7,
R03256,2025-01-27,41.0,Atención,3,
R03257,2025-01-02,26.0,Soporte,7,No resolvieron
R03258,2025-01-03,39.0,Soporte,5,Regular
R03259,2025-01-18,29.0,Atención,10,Muy bien
R03260,2025-01-14,34.0,Atención,8,Excelente
R03261,2025-01-20,42.0,Atención,7,Mal servicio
R03262,2025-01-18,45.0,Soporte,1,Mal servicio
R03263,2025-01-10,32.0,Postventa,1,
R03264,2025-01-25,47.0,Soporte,7,
R03265,2025-01-02,44.0,Ventas,6,Regular
R03266,2025-01-25,39.0,Soporte,9,Excelente
R03267,2025-01-29,27.0,Ventas,8,Excelente
R03268,2025-01-22,48.0,Ventas,6,
R03269,2025-01-01,44.0,Atención,6,Poco claro
R03270,2025-01-04,29.0,Atención,9,Rápido
R03271,2025-01-31,63.0,Ventas,4,
R03272,2025-01-14,48.0,Soporte,9,Rápido
R03273,2025-01-01,49.0,Atención,8,Todo correcto
R03274,2025-01-14,49.0,Atención,3,
R03275,2025-01-16,58.0,Atención,4,Regular
R03276,2025-01-22,62.0,Ventas,7,Demora
R03277,2025-01-14,52.0,Soporte,3,
R03278,2025-01-29,63.0,Soporte,3,Mal servicio
R03279,2025-01-20,38.0,Soporte,8,Todo correcto
R03280,2025-01-03,27.0,Atención,5,No resolvieron
R03281,2025-01-03,33.0,Atención,5,Regular
R03282,2025-01-09,24.0,Soporte,8,Todo correcto
R03283,2025-01-06,21.0,Atención,6,Mal servicio
R03284,2025-01-25,44.0,Atención,5,Mal servicio
R03285,2025-01-13,42.0,Atención,1,No resolvieron
R03286,2025-01-21,48.0,Ventas,5,Mal servicio
R03287,2025-01-02,28.0,Atención,8,Muy bien
R03288,2025-01-08,65.0,Soporte,NS/NC,
R03289,2025-01-21,37.0,Ventas,6,Demora
R03290,2025-01-02,53.0,Atención,10,Muy bien
R03291,2025-01-04,34.0,Atención,3,No resolvieron
R03292,2025-01-25,62.0,Ventas,8,Excelente
